sk_cliente;id_cliente;nome_cliente;data_nascimento;perfil_risco;segmento;uf;cidade;renda_estimada;patrimonio_estimado;data_inicio_relacionamento;canal_origem;status_cliente;faixa_etaria
1570;CLI_0001570;Cliente_1570;2022-04-04;moderado;private;SC;Cidade_69;21605.830452145634;20988.13821070818;2023-06-03;telefone;inativo;18-25
1571;CLI_0001571;Cliente_1571;2022-12-07;moderado;private;SC;Cidade_70;5718.278738018958;66810.4758972643;2023-10-29;app;ativo;18-25
1572;CLI_0001572;Cliente_1572;2020-11-02;moderado;private;SC;Cidade_71;2002.2023002970705;403380.05960903206;2024-06-03;web;ativo;18-25
1573;CLI_0001573;Cliente_1573;2023-09-07;moderado;institucional;RS;Cidade_72;90173.52583536123;73394.32527726305;2023-04-01;web;ativo;18-25
1574;CLI_0001574;Cliente_1574;2024-04-24;conservador;private;BA;Cidade_73;33622.589962604754;127059.4585125242;2022-04-08;app;ativo;18-25
1575;CLI_0001575;Cliente_1575;2021-01-30;agressivo;institucional;SP;Cidade_74;41376.59064981751;146714.000210321;2020-10-11;app;ativo;18-25
1576;CLI_0001576;Cliente_1576;2020-06-23;arrojado;varejo;RS;Cidade_75;23278.35605815581;39273.73366367025;2020-08-16;telefone;ativo;18-25
1577;CLI_0001577;Cliente_1577;2020-02-13;conservador;varejo;MG;Cidade_76;7352.086406405081;116602.0233956318;2022-06-05;presencial;ativo;18-25
1578;CLI_0001578;Cliente_1578;2023-03-18;moderado;institucional;BA;Cidade_77;29852.955868468933;383438.855168216;2024-02-29;telefone;ativo;18-25
1579;CLI_0001579;Cliente_1579;2023-01-13;moderado;private;PR;Cidade_78;13000.56182255312;16790.93587730087;2023-10-02;app;ativo;18-25
1580;CLI_0001580;Cliente_1580;2022-09-25;conservador;varejo;RJ;Cidade_79;90910.21769152767;512322.0044670109;2024-05-27;presencial;ativo;18-25
1581;CLI_0001581;Cliente_1581;2021-02-27;arrojado;varejo;BA;Cidade_80;216333.5249239021;409764.72831622115;2024-01-20;app;ativo;18-25
1582;CLI_0001582;Cliente_1582;2021-12-14;conservador;institucional;RJ;Cidade_81;109954.57691530228;387351.756337073;2021-01-10;web;ativo;18-25
1583;CLI_0001583;Cliente_1583;2022-12-21;conservador;institucional;SC;Cidade_82;37567.87670803036;44264.73557539291;2020-12-31;app;ativo;18-25
1584;CLI_0001584;Cliente_1584;2022-06-26;agressivo;institucional;SC;Cidade_83;49460.78205757007;132451.2894635704;2022-04-16;presencial;ativo;18-25
1585;CLI_0001585;Cliente_1585;2024-12-08;conservador;institucional;SP;Cidade_84;147943.54663354953;191503.53589719295;2020-12-15;presencial;ativo;18-25
1586;CLI_0001586;Cliente_1586;2020-09-06;agressivo;institucional;MG;Cidade_85;38683.37625296814;21060.975443744952;2020-12-08;web;ativo;18-25
1587;CLI_0001587;Cliente_1587;2023-06-23;arrojado;institucional;PR;Cidade_86;50886.99026190053;162767.36791225636;2021-05-03;web;ativo;18-25
1588;CLI_0001588;Cliente_1588;2022-01-08;conservador;institucional;RS;Cidade_87;49608.60081308772;366570.31695532176;2020-02-11;presencial;ativo;18-25
1589;CLI_0001589;Cliente_1589;2022-02-20;conservador;private;DF;Cidade_88;61570.82331387302;551513.0338004611;2022-11-09;telefone;ativo;18-25
1590;CLI_0001590;Cliente_1590;2023-08-03;moderado;private;DF;Cidade_89;51122.17522789117;65237.05331172308;2021-12-25;app;inativo;18-25
1591;CLI_0001591;Cliente_1591;2023-06-18;conservador;private;RS;Cidade_90;55540.124112517056;68143.25626074144;2021-03-09;telefone;ativo;18-25
1592;CLI_0001592;Cliente_1592;2024-12-15;moderado;private;MG;Cidade_91;64712.10544520517;63142.4183464816;2020-09-02;web;ativo;18-25
1593;CLI_0001593;Cliente_1593;2020-08-22;moderado;varejo;SP;Cidade_92;82800.0756496886;33317.21975496263;2022-04-12;app;inativo;18-25
1594;CLI_0001594;Cliente_1594;2020-07-09;moderado;private;SP;Cidade_93;25796.512282310032;112674.38049741954;2023-01-04;app;inativo;18-25
1595;CLI_0001595;Cliente_1595;2023-08-15;arrojado;varejo;SC;Cidade_94;68488.38100985927;306929.96483650344;2024-11-12;web;ativo;18-25
1596;CLI_0001596;Cliente_1596;2022-11-22;agressivo;varejo;BA;Cidade_95;5279.347017496018;249020.52522889097;2021-04-08;telefone;ativo;18-25
1597;CLI_0001597;Cliente_1597;2021-05-15;moderado;varejo;SP;Cidade_96;104449.60304899233;461156.7432638611;2020-02-18;telefone;ativo;18-25
1598;CLI_0001598;Cliente_1598;2020-05-25;conservador;institucional;BA;Cidade_97;17127.635819999225;87931.04181270696;2023-09-05;web;ativo;18-25
1599;CLI_0001599;Cliente_1599;2020-06-05;conservador;varejo;RJ;Cidade_98;25830.47541851196;169828.8970223544;2021-03-05;telefone;ativo;18-25
1600;CLI_0001600;Cliente_1600;2024-06-20;moderado;varejo;MG;Cidade_99;81382.7451035838;290945.04489738203;2022-06-03;presencial;inativo;18-25
1601;CLI_0001601;Cliente_1601;2020-12-16;moderado;varejo;RJ;Cidade_0;50665.83688082581;456896.59408126015;2024-01-15;web;ativo;18-25
1602;CLI_0001602;Cliente_1602;2021-08-13;conservador;institucional;DF;Cidade_1;18453.86175883088;410761.483450114;2020-03-08;presencial;ativo;18-25
1603;CLI_0001603;Cliente_1603;2021-02-17;moderado;private;RJ;Cidade_2;12770.368218696149;125291.29332142898;2020-09-15;presencial;ativo;18-25
1604;CLI_0001604;Cliente_1604;2021-10-10;agressivo;private;RJ;Cidade_3;158165.49141815735;474725.65659988346;2020-06-28;presencial;ativo;18-25
1605;CLI_0001605;Cliente_1605;2020-05-06;agressivo;varejo;RJ;Cidade_4;4593.505040087322;117417.45525172517;2021-03-02;app;ativo;18-25
1606;CLI_0001606;Cliente_1606;2022-08-05;arrojado;varejo;RS;Cidade_5;217.2266219038981;466263.21665024327;2020-11-11;presencial;inativo;18-25
1607;CLI_0001607;Cliente_1607;2020-05-03;moderado;private;SP;Cidade_6;55879.802616044326;300090.5210608032;2021-08-01;telefone;ativo;18-25
1608;CLI_0001608;Cliente_1608;2024-01-01;arrojado;private;MG;Cidade_7;47657.387558431335;50115.26300024295;2023-09-24;web;ativo;18-25
1609;CLI_0001609;Cliente_1609;2021-03-02;arrojado;private;DF;Cidade_8;66896.92178983625;530904.7517457149;2020-03-18;telefone;ativo;18-25
1610;CLI_0001610;Cliente_1610;2022-09-13;arrojado;private;DF;Cidade_9;65770.14655217572;55536.999609856444;2020-05-14;presencial;ativo;18-25
1611;CLI_0001611;Cliente_1611;2024-05-26;moderado;varejo;MG;Cidade_10;99483.3792041605;478108.3917580554;2022-10-27;presencial;ativo;18-25
1612;CLI_0001612;Cliente_1612;2023-04-03;arrojado;varejo;DF;Cidade_11;127621.98035029389;190959.05642017093;2022-08-07;presencial;ativo;18-25
1613;CLI_0001613;Cliente_1613;2022-08-31;agressivo;varejo;DF;Cidade_12;74588.20819477482;220148.575673046;2022-05-15;presencial;ativo;18-25
1614;CLI_0001614;Cliente_1614;2021-08-15;arrojado;private;PR;Cidade_13;13217.343532081693;23157.040210512503;2022-07-31;web;ativo;18-25
1615;CLI_0001615;Cliente_1615;2021-08-31;agressivo;institucional;RJ;Cidade_14;31134.07967712426;13600.32154151517;2023-09-16;web;ativo;18-25
1616;CLI_0001616;Cliente_1616;2023-05-07;agressivo;private;DF;Cidade_15;51321.35957978481;690546.7158905505;2022-11-17;app;ativo;18-25
1617;CLI_0001617;Cliente_1617;2024-12-20;moderado;private;MG;Cidade_16;38757.49451400611;82174.25675315833;2022-04-14;web;ativo;18-25
1618;CLI_0001618;Cliente_1618;2023-04-23;arrojado;institucional;SC;Cidade_17;8652.088125185142;372056.2163226992;2020-05-29;presencial;ativo;18-25
1619;CLI_0001619;Cliente_1619;2022-10-15;moderado;institucional;BA;Cidade_18;44491.32966619961;243800.67334078404;2024-11-14;app;ativo;18-25
1620;CLI_0001620;Cliente_1620;2023-08-27;agressivo;private;MG;Cidade_19;108810.24459219673;185338.11523115225;2021-03-13;presencial;ativo;18-25
1621;CLI_0001621;Cliente_1621;2022-04-29;conservador;institucional;SC;Cidade_20;27108.69630733323;231169.87540412377;2024-05-06;app;ativo;18-25
1622;CLI_0001622;Cliente_1622;2020-04-19;arrojado;institucional;RJ;Cidade_21;55271.698843551574;18727.493360336182;2021-11-23;web;inativo;18-25
1623;CLI_0001623;Cliente_1623;2022-10-23;moderado;institucional;MG;Cidade_22;47847.080577334404;106340.14894226906;2023-06-02;web;ativo;18-25
1624;CLI_0001624;Cliente_1624;2024-10-14;conservador;private;SP;Cidade_23;23663.900156443226;186828.0128252766;2022-04-09;web;ativo;18-25
1625;CLI_0001625;Cliente_1625;2020-11-16;arrojado;private;RJ;Cidade_24;41651.645351733765;404329.57556547615;2021-10-08;app;ativo;18-25
1626;CLI_0001626;Cliente_1626;2023-06-13;arrojado;institucional;RS;Cidade_25;11799.538344320628;250833.93621120456;2023-01-26;telefone;ativo;18-25
1627;CLI_0001627;Cliente_1627;2021-01-01;moderado;varejo;DF;Cidade_26;39494.71807427051;58286.423460355654;2022-09-05;presencial;ativo;18-25
1628;CLI_0001628;Cliente_1628;2022-09-05;conservador;institucional;SC;Cidade_27;80180.1460802058;838960.6209864703;2021-02-28;web;ativo;18-25
1629;CLI_0001629;Cliente_1629;2020-06-25;moderado;institucional;SP;Cidade_28;71137.0822642488;206024.39955000996;2021-09-05;web;inativo;18-25
1630;CLI_0001630;Cliente_1630;2022-04-02;arrojado;private;MG;Cidade_29;22154.809155248353;139156.77796235276;2020-03-03;presencial;ativo;18-25
1631;CLI_0001631;Cliente_1631;2023-10-12;arrojado;varejo;RS;Cidade_30;5943.975222673686;304082.95788170554;2020-12-19;telefone;inativo;18-25
1632;CLI_0001632;Cliente_1632;2021-09-26;agressivo;institucional;PR;Cidade_31;80457.53894301102;184612.92684427553;2021-09-05;presencial;ativo;18-25
1633;CLI_0001633;Cliente_1633;2023-04-29;arrojado;varejo;DF;Cidade_32;15396.898208465542;247566.97216222156;2024-11-10;web;inativo;18-25
1634;CLI_0001634;Cliente_1634;2023-12-23;arrojado;private;SP;Cidade_33;2725.120178054623;192013.64669639245;2022-08-20;web;ativo;18-25
1635;CLI_0001635;Cliente_1635;2024-08-20;conservador;varejo;PR;Cidade_34;29456.745087695406;39406.979632580405;2023-07-03;telefone;ativo;18-25
1636;CLI_0001636;Cliente_1636;2021-03-04;conservador;private;BA;Cidade_35;67251.96469239605;156770.26366482786;2023-05-14;app;ativo;18-25
1637;CLI_0001637;Cliente_1637;2021-12-30;agressivo;institucional;SP;Cidade_36;82641.6347726355;66564.10542435011;2024-11-26;telefone;ativo;18-25
1638;CLI_0001638;Cliente_1638;2020-10-05;agressivo;private;RS;Cidade_37;201433.8785889687;168928.21963927845;2022-10-11;presencial;ativo;18-25
1639;CLI_0001639;Cliente_1639;2024-12-17;agressivo;varejo;PR;Cidade_38;10499.502213399892;26821.40737247917;2022-12-05;web;ativo;18-25
1640;CLI_0001640;Cliente_1640;2024-08-19;moderado;varejo;BA;Cidade_39;17392.475180743986;52784.19234501712;2021-07-01;telefone;ativo;18-25
1641;CLI_0001641;Cliente_1641;2022-09-12;moderado;varejo;DF;Cidade_40;47015.14891598913;330806.1028632008;2023-02-17;web;ativo;18-25
1642;CLI_0001642;Cliente_1642;2024-03-17;agressivo;institucional;PR;Cidade_41;83391.42113331222;103929.73440705342;2023-10-15;app;ativo;18-25
1643;CLI_0001643;Cliente_1643;2022-08-09;moderado;varejo;MG;Cidade_42;13333.552649837302;224039.65104849348;2020-07-07;telefone;ativo;18-25
1644;CLI_0001644;Cliente_1644;2023-02-12;arrojado;varejo;RJ;Cidade_43;26374.387661362704;137770.67884025254;2022-05-26;telefone;ativo;18-25
1645;CLI_0001645;Cliente_1645;2020-06-11;agressivo;varejo;DF;Cidade_44;26246.283902615196;83314.48549773106;2022-02-09;web;ativo;18-25
1646;CLI_0001646;Cliente_1646;2023-10-11;agressivo;private;PR;Cidade_45;74126.32957574267;136708.7880925352;2020-07-26;app;ativo;18-25
1647;CLI_0001647;Cliente_1647;2020-08-21;moderado;varejo;MG;Cidade_46;13783.209249711073;336079.5576081367;2021-09-15;web;inativo;18-25
1648;CLI_0001648;Cliente_1648;2024-02-17;conservador;private;RJ;Cidade_47;173300.48452729278;66145.93718847961;2022-09-04;presencial;ativo;18-25
1649;CLI_0001649;Cliente_1649;2023-11-28;agressivo;varejo;RJ;Cidade_48;35714.84462718858;109443.85283656396;2023-04-01;presencial;ativo;18-25
1650;CLI_0001650;Cliente_1650;2023-07-18;moderado;private;RS;Cidade_49;16568.940073041267;45275.57633746609;2021-06-11;app;ativo;18-25
1651;CLI_0001651;Cliente_1651;2020-03-07;moderado;private;SC;Cidade_50;16723.596109531718;86522.75386347935;2022-05-19;presencial;ativo;18-25
1652;CLI_0001652;Cliente_1652;2021-07-07;conservador;institucional;BA;Cidade_51;923.4751369889431;432755.5195288175;2023-09-02;web;ativo;18-25
1653;CLI_0001653;Cliente_1653;2021-04-25;agressivo;institucional;SC;Cidade_52;58952.77357395265;308096.6863262936;2022-02-10;telefone;ativo;18-25
1654;CLI_0001654;Cliente_1654;2021-10-19;conservador;private;DF;Cidade_53;74793.9231064296;93558.1096612067;2024-09-13;presencial;ativo;18-25
1655;CLI_0001655;Cliente_1655;2020-06-09;arrojado;private;BA;Cidade_54;1648.2601777885898;28403.651522530592;2020-02-26;app;ativo;18-25
1656;CLI_0001656;Cliente_1656;2024-09-06;conservador;institucional;SP;Cidade_55;44086.55998074935;108935.09876913558;2021-04-20;app;ativo;18-25
1657;CLI_0001657;Cliente_1657;2022-10-08;conservador;private;MG;Cidade_56;76087.99091820695;295438.5742768719;2020-08-31;web;ativo;18-25
1658;CLI_0001658;Cliente_1658;2021-07-11;moderado;institucional;RS;Cidade_57;23599.483878015846;8957.845083105442;2022-09-15;presencial;ativo;18-25
1659;CLI_0001659;Cliente_1659;2021-12-25;conservador;institucional;PR;Cidade_58;28347.015846068574;273565.7262276691;2020-11-19;presencial;ativo;18-25
1660;CLI_0001660;Cliente_1660;2022-03-27;arrojado;varejo;MG;Cidade_59;22441.461861448628;227830.57131411505;2023-09-16;presencial;ativo;18-25
1661;CLI_0001661;Cliente_1661;2023-01-01;moderado;varejo;PR;Cidade_60;18964.342316195685;13366.671516409067;2024-08-03;app;ativo;18-25
1662;CLI_0001662;Cliente_1662;2022-07-30;arrojado;institucional;SC;Cidade_61;33779.28683337143;201922.73662442894;2021-01-13;app;inativo;18-25
1663;CLI_0001663;Cliente_1663;2024-08-05;conservador;institucional;DF;Cidade_62;9082.128975553876;70951.31331723086;2024-07-13;app;ativo;18-25
1664;CLI_0001664;Cliente_1664;2022-06-26;arrojado;private;PR;Cidade_63;29052.362603261605;39029.16433748325;2023-02-27;telefone;ativo;18-25
1665;CLI_0001665;Cliente_1665;2024-12-16;arrojado;institucional;SC;Cidade_64;142215.0852987464;97188.2160956821;2020-12-24;web;ativo;18-25
1666;CLI_0001666;Cliente_1666;2024-04-03;conservador;institucional;SC;Cidade_65;1389.2268955473;45980.20651945562;2023-09-06;telefone;ativo;18-25
1667;CLI_0001667;Cliente_1667;2021-01-15;conservador;varejo;PR;Cidade_66;9000.815746526025;348086.9364121701;2020-06-14;app;ativo;18-25
1668;CLI_0001668;Cliente_1668;2024-08-26;moderado;institucional;SP;Cidade_67;75186.91061073782;270959.5309211005;2023-06-17;presencial;inativo;18-25
1669;CLI_0001669;Cliente_1669;2020-07-31;moderado;private;SC;Cidade_68;7081.466913741816;790079.4995503627;2024-04-21;presencial;ativo;18-25
1670;CLI_0001670;Cliente_1670;2024-02-01;agressivo;institucional;SP;Cidade_69;15823.347145312164;152746.05447977825;2024-10-01;telefone;inativo;18-25
1671;CLI_0001671;Cliente_1671;2021-11-26;moderado;varejo;RS;Cidade_70;30333.698788682657;18687.667349826454;2020-04-09;app;ativo;18-25
1672;CLI_0001672;Cliente_1672;2024-05-22;conservador;varejo;SP;Cidade_71;143377.73478866616;91699.969368752;2020-04-23;app;ativo;18-25
1673;CLI_0001673;Cliente_1673;2024-05-04;arrojado;varejo;RS;Cidade_72;10136.49103552714;364819.8193437789;2024-08-25;app;ativo;18-25
1674;CLI_0001674;Cliente_1674;2024-01-11;arrojado;varejo;SP;Cidade_73;128252.45422451125;101122.2520541549;2023-12-12;presencial;ativo;18-25
1675;CLI_0001675;Cliente_1675;2023-12-13;moderado;institucional;BA;Cidade_74;63385.49570514351;121641.80349589708;2023-11-14;presencial;ativo;18-25
1676;CLI_0001676;Cliente_1676;2021-07-10;moderado;private;RS;Cidade_75;55606.90432368756;106195.75583554959;2023-09-18;app;inativo;18-25
1677;CLI_0001677;Cliente_1677;2020-05-27;conservador;private;BA;Cidade_76;64284.913193996406;53674.91748310706;2023-08-02;telefone;ativo;18-25
1678;CLI_0001678;Cliente_1678;2022-01-05;arrojado;private;SC;Cidade_77;1587.260411225144;15202.463907731242;2023-01-24;web;ativo;18-25
1679;CLI_0001679;Cliente_1679;2020-11-12;agressivo;institucional;BA;Cidade_78;5206.966473216251;39826.89882500507;2024-01-24;presencial;ativo;18-25
1680;CLI_0001680;Cliente_1680;2023-06-22;agressivo;institucional;DF;Cidade_79;20386.49820347877;90493.44384172183;2020-03-03;presencial;ativo;18-25
1681;CLI_0001681;Cliente_1681;2021-09-23;moderado;institucional;RS;Cidade_80;3842.2991778038713;56323.483724092635;2023-09-13;web;ativo;18-25
1682;CLI_0001682;Cliente_1682;2024-11-16;agressivo;private;MG;Cidade_81;219461.4635564606;170070.26348475213;2022-11-30;app;ativo;18-25
1683;CLI_0001683;Cliente_1683;2023-03-16;conservador;institucional;SC;Cidade_82;43424.12488024204;190334.70751919842;2024-07-15;telefone;ativo;18-25
1684;CLI_0001684;Cliente_1684;2024-02-10;agressivo;institucional;SC;Cidade_83;33407.47912831108;168824.74890273722;2024-09-05;telefone;ativo;18-25
1685;CLI_0001685;Cliente_1685;2020-08-29;moderado;varejo;RJ;Cidade_84;76975.02416888374;17748.546454002535;2021-03-16;app;inativo;18-25
1686;CLI_0001686;Cliente_1686;2024-04-23;conservador;varejo;DF;Cidade_85;188524.45085920417;219838.68347801754;2023-12-12;presencial;inativo;18-25
1687;CLI_0001687;Cliente_1687;2024-08-11;arrojado;private;SP;Cidade_86;155199.29304417924;97089.89601818714;2024-10-13;app;ativo;18-25
1688;CLI_0001688;Cliente_1688;2022-06-08;conservador;varejo;PR;Cidade_87;78767.49939694715;421007.306961914;2021-05-01;presencial;ativo;18-25
1689;CLI_0001689;Cliente_1689;2023-01-12;moderado;varejo;SP;Cidade_88;23674.42367026408;149146.94410251811;2024-04-03;telefone;ativo;18-25
1690;CLI_0001690;Cliente_1690;2023-10-28;moderado;varejo;PR;Cidade_89;3411.773539609299;17660.187555786357;2022-12-07;presencial;ativo;18-25
1691;CLI_0001691;Cliente_1691;2020-11-15;agressivo;institucional;MG;Cidade_90;5177.9390838473755;1852.1678005753508;2021-12-22;telefone;ativo;18-25
1692;CLI_0001692;Cliente_1692;2022-07-06;agressivo;varejo;RJ;Cidade_91;57.65026248712425;242476.47476678962;2024-02-12;telefone;inativo;18-25
1693;CLI_0001693;Cliente_1693;2021-12-28;arrojado;varejo;MG;Cidade_92;95.23279654601996;102335.44267900605;2024-05-08;telefone;ativo;18-25
1694;CLI_0001694;Cliente_1694;2020-09-24;arrojado;varejo;RJ;Cidade_93;137774.2308957289;67934.31443818424;2021-05-31;presencial;ativo;18-25
1695;CLI_0001695;Cliente_1695;2021-11-02;moderado;institucional;RS;Cidade_94;130876.41598764106;118544.21857192904;2023-12-21;app;inativo;18-25
1696;CLI_0001696;Cliente_1696;2020-05-04;moderado;private;RS;Cidade_95;55063.861780065585;15029.40264821458;2020-03-31;telefone;inativo;18-25
1697;CLI_0001697;Cliente_1697;2020-02-17;moderado;institucional;PR;Cidade_96;64855.00119984353;99510.92642439435;2022-02-01;app;ativo;18-25
1698;CLI_0001698;Cliente_1698;2020-09-03;arrojado;institucional;BA;Cidade_97;35995.96449691943;75579.64554030672;2020-05-07;web;ativo;18-25
1699;CLI_0001699;Cliente_1699;2024-10-24;moderado;varejo;BA;Cidade_98;13580.086585614448;322076.81140990526;2021-06-20;web;ativo;18-25
1700;CLI_0001700;Cliente_1700;2022-09-30;arrojado;private;PR;Cidade_99;122894.76755709472;38438.98958435654;2024-10-01;telefone;ativo;18-25
1701;CLI_0001701;Cliente_1701;2024-10-29;moderado;varejo;DF;Cidade_0;16265.145042089052;282377.33655849646;2023-09-03;web;ativo;18-25
1702;CLI_0001702;Cliente_1702;2022-02-28;conservador;varejo;RS;Cidade_1;67290.50328300708;138790.51398284803;2023-10-11;telefone;ativo;18-25
1703;CLI_0001703;Cliente_1703;2021-07-23;conservador;private;DF;Cidade_2;14080.738107957086;17087.16719810881;2020-09-02;presencial;ativo;18-25
1704;CLI_0001704;Cliente_1704;2022-07-13;moderado;private;PR;Cidade_3;102068.15790189545;699179.9684076227;2022-11-22;presencial;inativo;18-25
1705;CLI_0001705;Cliente_1705;2022-03-13;conservador;institucional;BA;Cidade_4;52668.48253756432;265009.48729560897;2021-12-11;presencial;ativo;18-25
1706;CLI_0001706;Cliente_1706;2020-07-11;arrojado;private;PR;Cidade_5;51458.278887035405;60246.497825386046;2023-09-02;app;ativo;18-25
1707;CLI_0001707;Cliente_1707;2023-03-16;agressivo;institucional;RS;Cidade_6;5121.974674550352;174336.7603819219;2020-10-13;telefone;ativo;18-25
1708;CLI_0001708;Cliente_1708;2021-01-29;conservador;institucional;MG;Cidade_7;27190.595511682895;460388.11977294605;2021-05-29;telefone;ativo;18-25
1709;CLI_0001709;Cliente_1709;2023-02-05;agressivo;varejo;SP;Cidade_8;37212.39389052305;534171.022573514;2024-06-28;app;ativo;18-25
1710;CLI_0001710;Cliente_1710;2023-04-02;conservador;varejo;RS;Cidade_9;17409.572141282883;262726.31641247135;2020-11-06;app;inativo;18-25
1711;CLI_0001711;Cliente_1711;2020-10-04;arrojado;varejo;PR;Cidade_10;106420.92313441765;260148.25609421637;2023-02-28;web;ativo;18-25
